years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted
2,67.1,PhD,8,598,264,Yes
6,40.6,High School,5,497,203,No
13,55.5,PhD,18,750,557,Yes
13,93.8,High School,9,690,351,Yes
14,65.1,Masters,11,629,382,Yes
1,45.7,Bachelors,5,432,0,No
12,88.7,Bachelors,13,449,432,Yes
2,37.5,High School,3,553,83,No
11,100.0,Bachelors,10,525,409,Yes
15,94.8,Masters,20,723,625,Yes
8,99.4,Masters,10,602,312,Yes
3,79.1,Bachelors,6,393,177,No
3,25.4,Bachelors,10,491,265,No
2,68.2,High School,3,476,64,No
4,69.0,Masters,7,309,207,No
2,60.6,Bachelors,12,405,245,No
8,68.6,High School,11,491,253,Yes
14,100.0,Masters,14,883,460,Yes
2,86.2,Bachelors,5,631,152,No
1,37.1,High School,3,416,108,No
11,80.7,Bachelors,15,431,552,Yes
4,90.3,Masters,7,484,249,Yes
15,79.9,High School,15,637,524,Yes
5,74.3,Masters,9,488,180,Yes
0,60.8,Bachelors,5,464,152,No
13,100.0,High School,17,576,660,Yes
11,94.5,Masters,13,740,401,Yes
10,100.0,Bachelors,17,737,480,Yes
5,93.7,Bachelors,10,396,292,Yes
9,72.1,Bachelors,13,242,343,No
2,61.5,High School,7,513,151,No
3,98.0,Masters,10,382,264,Yes
5,50.4,Bachelors,9,496,349,Yes
7,86.7,Masters,14,641,321,Yes
14,100.0,Masters,16,861,475,Yes
8,73.1,Masters,11,436,344,Yes
5,65.5,Masters,7,504,184,No
15,87.6,Masters,13,702,448,Yes
6,80.0,Bachelors,10,586,254,Yes
14,100.0,Bachelors,11,879,367,Yes
13,94.6,Bachelors,18,785,604,Yes
4,50.4,Masters,7,525,160,No
13,100.0,Masters,18,650,573,Yes
11,97.4,Bachelors,11,630,239,Yes
14,85.6,Masters,14,900,593,Yes
8,67.4,Masters,5,612,130,Yes
3,49.9,Bachelors,2,502,72,No
9,87.1,High School,8,674,312,Yes
10,49.3,Bachelors,12,682,369,Yes
5,87.7,Masters,5,432,160,Yes
4,54.2,High School,8,430,145,No
0,61.8,Bachelors,9,378,204,No
4,21.7,PhD,10,273,213,Yes
12,58.6,Masters,12,729,450,Yes
4,55.3,Bachelors,8,386,242,No
13,69.8,Bachelors,17,821,574,Yes
8,80.4,High School,11,719,323,Yes
0,69.5,PhD,8,586,148,Yes
14,100.0,PhD,13,900,468,Yes
4,76.9,Masters,9,578,393,Yes
14,71.2,High School,12,692,455,Yes
6,87.9,Bachelors,11,569,349,Yes
10,70.6,Bachelors,20,394,558,Yes
5,59.7,Bachelors,13,599,295,Yes
5,67.5,Bachelors,4,343,0,Yes
11,100.0,Masters,9,808,433,Yes
15,100.0,Bachelors,16,900,601,Yes
6,80.3,High School,13,379,375,Yes
5,100.0,Masters,10,515,429,Yes
4,80.4,Bachelors,6,237,262,No
15,72.8,Masters,8,628,309,Yes
9,83.6,Bachelors,11,649,354,Yes
4,89.8,Bachelors,5,670,205,Yes
8,46.2,High School,9,433,358,No
13,90.8,PhD,12,900,447,Yes
7,59.2,Masters,8,636,244,Yes
13,85.4,Bachelors,13,737,389,Yes
11,92.0,High School,15,480,508,Yes
14,100.0,Masters,16,608,539,Yes
9,72.7,Bachelors,11,642,288,Yes
13,100.0,PhD,23,624,751,Yes
3,48.4,PhD,8,326,229,Yes
3,41.0,Masters,13,377,400,Yes
9,99.8,PhD,18,416,448,Yes
4,20.1,Bachelors,6,421,173,No
12,71.2,Bachelors,9,584,268,Yes
12,91.7,Bachelors,15,807,419,Yes
2,60.3,High School,4,441,85,No
14,50.5,PhD,14,670,584,Yes
7,74.9,High School,8,695,213,Yes
6,60.3,Masters,19,620,485,Yes
4,71.1,Masters,6,429,50,No
9,66.1,Bachelors,11,397,266,Yes
2,46.6,High School,9,382,349,No
14,54.0,High School,13,843,496,Yes
4,60.1,Bachelors,7,570,146,No
2,80.0,Bachelors,6,346,68,Yes
15,81.2,Bachelors,17,809,534,Yes
9,73.6,Masters,10,733,360,Yes
4,58.7,Masters,8,430,282,Yes
15,68.2,Bachelors,16,704,514,Yes
0,42.5,Bachelors,5,426,139,No
15,94.6,Masters,16,847,553,Yes
5,100.0,Bachelors,8,466,146,No
9,90.1,Bachelors,13,703,456,Yes
15,100.0,Masters,16,682,577,Yes
15,100.0,PhD,18,791,775,Yes
3,78.0,PhD,8,342,209,Yes
3,79.6,Bachelors,7,516,96,No
15,90.7,Bachelors,18,794,603,Yes
7,73.8,High School,14,351,353,Yes
1,45.9,PhD,7,552,95,No
3,58.9,Bachelors,11,526,225,Yes
14,77.1,Bachelors,6,838,308,Yes
1,54.0,Masters,4,421,171,No
0,54.9,PhD,8,513,160,Yes
9,100.0,Masters,12,663,293,Yes
12,76.0,Bachelors,10,549,393,Yes
12,79.3,Bachelors,9,722,346,Yes
2,99.2,Masters,12,377,298,Yes
11,94.9,Masters,12,615,442,Yes
7,71.6,Bachelors,8,714,375,No
5,83.4,Bachelors,3,737,120,No
11,73.2,Masters,15,756,476,Yes
6,63.1,Bachelors,13,453,326,Yes
1,57.8,Masters,8,568,192,No
5,71.2,Bachelors,11,267,282,Yes
13,90.5,Bachelors,8,711,372,Yes
7,64.8,PhD,13,597,349,Yes
7,77.6,Bachelors,15,391,385,Yes
3,76.3,Masters,5,340,118,No
5,60.5,Bachelors,7,431,116,Yes
13,81.0,Bachelors,14,834,543,Yes
4,52.2,Masters,9,481,226,Yes
8,54.6,Masters,13,587,436,Yes
7,58.0,Masters,10,505,180,Yes
1,70.3,Bachelors,5,434,58,No
11,87.3,Bachelors,16,813,399,Yes
15,100.0,PhD,23,776,636,Yes
12,82.1,Bachelors,10,809,462,Yes
6,74.0,Masters,11,641,300,Yes
15,92.6,Bachelors,15,754,522,Yes
6,61.0,PhD,13,559,333,Yes
10,98.6,PhD,22,739,598,Yes
13,84.7,High School,10,665,423,Yes
13,73.0,Masters,17,790,556,Yes
11,85.1,Bachelors,6,742,272,Yes
0,68.9,Bachelors,5,219,128,No
0,37.5,Bachelors,8,272,137,No
11,99.1,Masters,12,598,454,Yes
3,56.7,Bachelors,11,330,214,No
4,23.2,Masters,6,626,190,No
14,100.0,Bachelors,8,795,392,Yes
3,79.1,High School,6,506,74,No
6,56.4,Masters,13,900,327,No
15,62.4,Bachelors,13,645,526,Yes
15,100.0,Masters,19,873,555,Yes
2,56.0,Masters,9,201,174,No
6,93.4,Masters,11,429,391,Yes
12,54.6,Bachelors,15,794,429,Yes
7,88.1,High School,7,471,264,No
5,87.4,Masters,7,635,121,Yes
5,79.4,Masters,9,395,175,Yes
15,57.4,Bachelors,21,900,583,Yes
7,69.8,Masters,10,748,470,Yes
7,86.6,Bachelors,5,559,204,Yes
6,44.2,Bachelors,4,600,105,No
5,63.4,Masters,15,609,372,Yes
5,73.4,Bachelors,4,699,138,No
9,58.1,Bachelors,6,569,245,Yes
15,100.0,Bachelors,11,847,435,Yes
10,94.0,Bachelors,11,900,319,Yes
15,94.9,Masters,14,836,695,Yes
12,83.5,High School,18,807,591,Yes
12,80.9,PhD,22,812,566,Yes
5,80.1,Masters,9,486,333,Yes
7,62.5,Bachelors,9,352,310,Yes
0,54.5,Bachelors,4,440,83,No
4,53.6,High School,6,318,229,No
15,100.0,Masters,18,900,610,Yes
2,79.6,Bachelors,6,380,100,No
11,64.4,Bachelors,17,677,520,Yes
7,91.6,Bachelors,9,551,330,Yes
10,69.3,Masters,15,595,408,Yes
5,99.0,Masters,15,534,380,Yes
13,100.0,Masters,10,596,276,Yes
1,96.1,Masters,4,445,0,No
14,89.9,Bachelors,10,575,427,Yes
12,81.0,Masters,25,746,734,Yes
6,65.0,Bachelors,11,371,289,Yes
15,93.1,Bachelors,19,638,672,Yes
6,58.0,Masters,20,381,644,Yes
12,45.4,Bachelors,14,615,441,Yes
4,59.5,Bachelors,6,485,153,No
7,75.9,Masters,5,631,27,No
13,91.8,Bachelors,16,594,557,Yes
4,71.5,Bachelors,3,369,100,No
0,67.1,PhD,13,153,328,No
8,91.0,Bachelors,11,723,375,Yes
3,54.2,Masters,8,378,193,Yes
12,75.2,Masters,14,683,463,Yes
1,91.1,Bachelors,9,364,214,No
3,15.7,Bachelors,6,465,219,No
13,100.0,Masters,25,608,723,Yes
12,93.7,Masters,23,512,647,Yes
8,69.0,High School,14,404,357,No
1,72.9,Bachelors,8,502,144,No
15,98.3,Bachelors,15,759,461,Yes
3,45.4,Masters,7,435,0,No
1,44.9,Bachelors,5,406,108,No
4,65.8,PhD,8,428,203,Yes
2,37.2,PhD,9,294,253,Yes
9,79.1,Masters,19,542,425,Yes
1,72.8,Masters,5,279,68,No
13,100.0,Bachelors,15,606,545,Yes
8,70.2,High School,7,782,218,No
15,80.0,Masters,13,704,572,Yes
4,68.9,Bachelors,10,514,320,No
9,74.3,Bachelors,7,595,375,Yes
4,81.0,Masters,9,222,272,No
0,56.8,Bachelors,3,368,129,No
5,84.6,Masters,13,550,367,Yes
12,77.6,Bachelors,15,471,445,Yes
6,88.9,Bachelors,8,399,199,Yes
0,60.2,Bachelors,2,380,138,No
8,72.0,PhD,14,637,400,Yes
7,70.3,Masters,16,833,419,Yes
11,90.4,Bachelors,18,594,626,Yes
13,64.4,Bachelors,8,809,378,No
13,89.1,PhD,10,709,387,Yes
7,87.5,Bachelors,5,447,158,No
6,77.3,Bachelors,17,350,468,Yes
4,48.2,Bachelors,9,527,245,No
2,69.9,Masters,9,411,160,No
14,65.4,Bachelors,19,705,695,Yes
11,77.8,High School,8,553,309,Yes
13,100.0,Masters,13,644,529,Yes
8,70.1,High School,12,461,373,Yes
13,70.3,Masters,16,759,618,Yes
6,66.6,Bachelors,10,540,218,Yes
10,80.4,Bachelors,14,578,430,Yes
9,87.4,High School,10,564,362,Yes
9,95.5,Masters,13,568,452,Yes
7,55.2,Bachelors,10,806,216,No
13,78.6,Bachelors,16,741,468,Yes
5,77.2,Masters,13,564,413,Yes
11,74.2,Masters,15,448,412,Yes
13,86.5,High School,10,527,375,Yes
10,57.3,Bachelors,8,369,244,Yes
13,87.4,Bachelors,22,677,628,Yes
4,84.7,Masters,13,478,317,Yes
14,90.1,Masters,15,852,446,Yes
7,77.9,Masters,13,542,359,Yes
2,77.9,Masters,5,280,0,No
11,76.6,Masters,10,642,316,Yes
12,90.8,Bachelors,13,682,344,Yes
12,81.0,Bachelors,11,545,491,Yes
6,59.6,Masters,7,514,289,Yes
1,73.0,Bachelors,6,527,110,No
2,82.5,Bachelors,4,362,105,No
14,100.0,Bachelors,5,840,325,Yes
12,100.0,PhD,15,731,360,Yes
11,87.2,Bachelors,9,502,421,Yes
14,90.9,Bachelors,12,896,411,Yes
1,61.8,Masters,8,401,159,No
4,55.6,Bachelors,5,210,167,No
6,46.0,PhD,10,419,251,Yes
10,54.0,Bachelors,14,669,358,Yes
9,79.5,Masters,6,420,206,Yes
10,58.4,Bachelors,10,550,316,Yes
10,87.5,Masters,23,530,565,Yes
10,100.0,Masters,11,541,367,Yes
14,40.9,Masters,17,760,559,Yes
9,64.7,Masters,11,629,421,Yes
14,100.0,Bachelors,13,780,451,Yes
14,100.0,PhD,12,816,530,Yes
14,87.6,Masters,21,881,584,Yes
12,77.3,Masters,13,803,369,Yes
13,96.0,Masters,13,600,510,Yes
0,72.2,Bachelors,4,409,3,No
12,66.2,Masters,14,485,416,Yes
9,93.4,High School,11,758,551,Yes
8,83.2,Masters,9,669,358,Yes
0,71.6,Bachelors,3,331,167,No
0,72.9,Bachelors,6,228,147,No
13,95.7,PhD,18,823,539,Yes
14,99.7,PhD,13,601,469,Yes
15,99.0,Masters,12,893,538,Yes
11,77.9,Masters,17,703,427,Yes
9,89.0,Masters,13,568,405,Yes
7,71.4,Masters,11,585,244,Yes
5,67.5,Bachelors,10,747,280,Yes
5,98.5,PhD,7,351,165,Yes
11,82.7,Masters,11,683,379,Yes
8,83.5,Masters,4,543,303,Yes
14,90.4,PhD,11,785,355,Yes
3,61.8,Masters,14,466,256,Yes
7,100.0,Bachelors,14,689,366,Yes
15,73.0,PhD,15,662,587,Yes
3,64.3,Bachelors,11,605,258,No
13,69.2,Masters,20,742,567,Yes
1,78.3,Bachelors,4,161,189,No
10,80.3,Masters,19,575,503,Yes
14,82.2,Masters,17,804,479,Yes
7,47.7,Masters,14,620,326,Yes
15,100.0,Bachelors,8,780,401,Yes
11,59.6,Bachelors,11,625,366,Yes
6,80.6,Masters,8,633,355,Yes
3,85.0,PhD,4,529,12,Yes
8,100.0,High School,6,545,300,Yes
14,77.2,Bachelors,11,670,362,Yes
8,60.7,Bachelors,10,434,350,Yes
7,72.6,PhD,16,538,482,Yes
13,78.4,Masters,16,900,578,Yes
0,36.7,PhD,7,602,176,No
6,97.8,Masters,7,384,225,Yes
4,59.2,Bachelors,7,555,216,No
6,70.9,Masters,12,520,274,Yes
11,88.9,Bachelors,8,746,148,Yes
8,94.3,Bachelors,14,900,432,Yes
1,42.1,Bachelors,6,516,89,No
12,86.9,Bachelors,13,900,400,Yes
13,65.3,Bachelors,9,633,401,Yes
10,78.0,High School,9,398,285,Yes
3,67.9,Bachelors,6,404,135,No
3,56.4,Bachelors,8,687,274,No
1,66.8,Masters,5,546,228,No
2,65.3,Bachelors,6,368,234,No
15,86.3,Bachelors,13,873,519,Yes
10,69.9,High School,6,685,288,Yes
13,66.8,Masters,13,587,515,Yes
13,70.9,Masters,8,781,378,Yes
12,76.0,Masters,19,878,542,Yes
7,60.1,Masters,15,654,368,Yes
11,70.9,Bachelors,10,518,408,Yes
8,72.4,Bachelors,10,369,308,Yes
5,68.8,Bachelors,10,696,276,Yes
9,91.4,PhD,13,704,329,Yes
1,65.6,Masters,4,541,211,No
1,56.8,High School,4,613,125,No
6,77.5,Bachelors,9,392,238,Yes
7,57.7,Bachelors,14,622,404,Yes
7,59.0,Bachelors,11,531,334,Yes
13,81.7,Masters,16,729,610,Yes
5,60.8,Masters,7,462,194,No
9,53.0,Masters,9,569,307,Yes
15,96.1,Bachelors,12,750,445,Yes
7,56.5,Bachelors,5,600,59,No
13,100.0,Masters,9,728,408,Yes
14,91.7,Masters,14,895,611,Yes
0,35.0,Bachelors,7,228,84,No
8,83.5,Bachelors,9,652,295,Yes
12,85.7,Masters,13,561,507,Yes
15,91.9,Bachelors,7,694,376,Yes
11,72.0,Bachelors,18,663,580,Yes
0,43.5,Bachelors,9,326,219,No
12,63.3,Masters,13,751,482,Yes
2,37.8,High School,3,560,52,No
11,62.7,Masters,19,820,490,Yes
15,82.1,Bachelors,22,794,644,Yes
8,68.2,High School,7,810,202,No
14,66.0,Masters,15,699,489,Yes
10,94.8,Masters,19,650,506,Yes
4,71.4,Masters,8,449,223,Yes
8,100.0,Bachelors,13,666,458,Yes
15,81.4,Bachelors,16,776,520,Yes
8,100.0,Masters,11,592,273,Yes
5,78.7,Bachelors,11,542,228,Yes
10,43.6,High School,8,818,387,No
0,39.6,Bachelors,4,319,185,No
9,80.3,Bachelors,16,685,432,Yes
6,43.3,Bachelors,10,500,304,No
13,77.6,PhD,22,791,751,Yes
5,47.4,Masters,15,325,314,Yes
8,100.0,PhD,9,724,373,Yes
6,93.5,PhD,15,447,387,Yes
13,78.4,Bachelors,13,594,471,Yes
11,100.0,Bachelors,9,900,290,Yes
10,100.0,Masters,15,761,393,Yes
11,100.0,Masters,11,646,351,Yes
12,73.1,Bachelors,19,555,538,Yes
3,58.9,Bachelors,4,537,114,No
6,53.1,Bachelors,10,512,240,No
1,57.8,Bachelors,9,460,128,No
5,55.3,Bachelors,8,754,265,Yes
14,69.4,Bachelors,10,729,326,Yes
5,88.2,Masters,8,546,387,Yes
15,93.1,High School,17,722,578,Yes
1,53.8,PhD,6,276,200,No
13,93.2,High School,13,826,462,Yes
3,75.6,PhD,8,359,161,Yes
7,66.8,Bachelors,11,594,273,Yes
7,99.1,Masters,14,629,438,Yes
12,86.1,Bachelors,16,749,443,Yes
7,100.0,Masters,9,352,331,Yes
7,83.7,Masters,15,334,376,Yes
0,67.3,Bachelors,2,302,0,No
1,43.4,Bachelors,5,258,159,No
11,71.1,Bachelors,15,900,470,Yes
14,100.0,Bachelors,15,804,567,Yes
3,80.9,Bachelors,7,391,220,No
11,77.9,Masters,12,585,442,Yes
8,53.2,Bachelors,19,740,373,Yes
2,90.1,Masters,10,257,247,Yes
13,100.0,Masters,16,634,540,Yes
5,54.1,Masters,11,441,435,Yes
6,52.3,Bachelors,5,671,220,Yes
7,100.0,Masters,7,702,179,Yes
12,73.9,Bachelors,15,679,600,Yes
6,62.2,Bachelors,10,807,256,No
2,51.3,Bachelors,10,528,210,Yes
5,80.3,PhD,12,403,343,Yes
4,48.2,Masters,6,323,157,No
14,89.1,Bachelors,17,569,500,Yes
12,60.4,Bachelors,11,637,404,Yes
11,58.5,Bachelors,22,529,560,Yes
9,62.5,PhD,18,631,389,Yes
3,51.1,PhD,10,343,231,No
0,68.3,Bachelors,2,150,0,No
15,98.3,Bachelors,15,889,482,Yes
13,84.8,Masters,15,766,451,Yes
12,72.0,Bachelors,19,627,534,Yes
6,90.2,Bachelors,6,639,328,Yes
7,85.7,Masters,12,586,292,Yes
1,41.8,Bachelors,6,410,296,No
6,78.5,Masters,11,622,365,Yes
5,72.0,Bachelors,5,612,115,No
4,80.0,Masters,8,600,212,Yes
12,100.0,Masters,13,763,415,Yes
3,51.2,Bachelors,4,399,150,No
1,71.6,Masters,8,422,156,No
9,97.9,Bachelors,18,500,471,Yes
5,93.3,Bachelors,5,479,193,Yes
4,68.2,Bachelors,3,433,151,No
15,67.9,Bachelors,16,659,519,Yes
1,28.1,High School,4,566,35,No
9,91.6,Masters,11,619,367,Yes
6,74.6,Bachelors,10,391,281,Yes
5,64.9,High School,12,261,270,No
11,87.5,Masters,16,483,483,Yes
14,100.0,Masters,17,697,570,Yes
14,93.7,Bachelors,21,871,647,Yes
10,83.3,Bachelors,14,561,429,Yes
8,64.6,Bachelors,14,644,407,Yes
10,93.1,Bachelors,10,841,491,Yes
9,70.6,Masters,10,589,389,Yes
4,80.0,Bachelors,4,594,223,No
8,71.4,Masters,11,434,459,Yes
8,89.8,PhD,13,629,307,Yes
12,100.0,Masters,17,659,544,Yes
0,67.4,Bachelors,4,383,54,No
4,90.5,Masters,7,561,231,Yes
8,71.7,Masters,10,530,251,Yes
6,74.7,Masters,10,361,327,Yes
15,85.9,Masters,25,662,752,Yes
5,42.6,Bachelors,7,350,219,No
5,87.3,Masters,8,460,264,Yes
10,93.5,PhD,14,648,335,Yes
6,77.0,Bachelors,11,342,257,Yes
0,79.7,Masters,5,356,142,No
3,50.2,Masters,8,343,189,No
12,64.6,Masters,11,701,462,Yes
14,100.0,Masters,11,881,417,Yes
0,51.9,High School,3,318,129,No
5,74.5,Masters,6,524,182,No
13,65.2,Masters,8,751,324,Yes
12,100.0,Masters,14,726,469,Yes
3,77.3,Masters,7,323,161,Yes
0,44.4,High School,5,398,122,No
8,100.0,Bachelors,8,768,307,Yes
11,62.8,Masters,13,596,450,Yes
3,66.1,PhD,7,325,110,Yes
11,94.3,Bachelors,12,900,407,Yes
5,88.5,Masters,6,303,129,Yes
12,62.9,Masters,20,655,637,Yes
6,69.0,Masters,11,478,327,Yes
7,86.4,Masters,14,677,365,Yes
11,97.1,High School,8,652,390,Yes
12,100.0,Masters,19,691,600,Yes
10,91.8,Masters,14,900,548,Yes
8,78.6,Masters,12,635,205,Yes
8,74.6,Masters,7,564,303,Yes
7,79.0,Bachelors,6,724,167,Yes
15,100.0,PhD,16,760,568,Yes
9,76.0,Masters,16,696,504,Yes
10,77.2,Masters,14,590,514,Yes
14,100.0,PhD,15,709,562,Yes
15,100.0,PhD,16,887,483,Yes
11,75.8,Masters,15,792,437,Yes
11,63.5,Masters,10,868,276,Yes
14,59.8,Bachelors,22,810,654,Yes
13,85.5,Bachelors,12,765,405,Yes
2,44.9,Bachelors,4,590,28,No
11,92.9,Bachelors,14,599,418,Yes
15,65.5,Masters,13,900,556,Yes
1,83.7,Bachelors,2,474,84,No
4,67.9,PhD,7,588,308,No
0,49.3,Masters,2,305,55,No
2,53.4,Bachelors,11,572,140,Yes
0,44.5,Bachelors,2,266,99,No
12,99.7,High School,8,744,326,Yes
2,75.3,Masters,8,551,179,No
15,89.0,Bachelors,16,871,509,Yes
12,67.2,Masters,14,867,464,Yes
3,66.4,Masters,7,274,196,Yes
6,61.7,Masters,8,435,225,No
11,40.0,Bachelors,12,606,367,Yes
15,77.1,Bachelors,13,788,477,Yes
14,94.6,Bachelors,10,900,454,Yes
11,73.1,Bachelors,8,584,288,Yes
4,67.1,Masters,8,490,257,No
4,81.1,Bachelors,3,208,165,No
12,94.4,Bachelors,16,900,488,Yes
0,82.4,High School,2,221,95,No
7,42.3,Masters,15,602,506,Yes
12,68.9,Bachelors,13,761,477,Yes
3,77.1,Bachelors,7,384,39,No
9,85.7,Masters,10,573,409,Yes
15,89.0,Bachelors,17,900,624,Yes
4,56.4,Bachelors,9,297,219,Yes
1,62.9,Bachelors,6,433,170,No
14,95.5,PhD,15,658,475,Yes
11,51.7,Bachelors,15,744,376,Yes
12,84.7,Bachelors,14,701,400,Yes
0,57.2,PhD,4,515,4,No
8,86.1,Bachelors,14,515,482,Yes
14,94.4,Masters,16,807,609,Yes
1,88.8,Bachelors,8,234,314,No
5,67.5,Bachelors,6,679,217,No
0,44.9,Masters,5,432,93,No
15,57.7,PhD,15,856,579,Yes
0,43.4,Bachelors,4,592,42,No
8,82.9,Masters,7,374,410,Yes
3,76.7,Masters,11,483,210,Yes
8,64.4,Bachelors,8,639,250,Yes
10,74.8,Masters,9,393,323,Yes
4,66.5,Bachelors,6,352,287,No
6,75.2,Bachelors,6,410,142,Yes
0,72.8,Bachelors,2,233,101,No
5,62.4,Masters,10,362,269,No
7,60.4,Bachelors,10,529,406,Yes
13,100.0,Masters,12,712,452,Yes
0,84.2,Bachelors,5,224,88,No
8,65.6,Bachelors,8,610,328,Yes
2,82.4,Masters,7,366,142,No
0,94.3,Masters,6,542,0,No
0,77.3,Bachelors,7,548,163,No
12,70.1,Bachelors,13,754,337,Yes
13,92.6,PhD,20,758,707,Yes
10,51.2,Bachelors,17,560,544,Yes
5,56.8,Masters,8,496,210,No
10,81.0,Masters,13,581,416,Yes
5,74.5,Masters,10,661,239,Yes
0,54.6,PhD,12,208,216,No
13,46.0,Masters,15,441,507,Yes
13,86.4,Bachelors,9,770,533,Yes
2,72.4,Bachelors,6,457,191,No
6,81.0,Bachelors,10,724,316,Yes
9,67.9,High School,9,548,317,No
2,67.0,PhD,8,477,276,No
2,60.7,High School,2,425,109,No
2,71.4,Masters,9,533,299,Yes
11,81.8,Masters,18,768,537,Yes
6,38.4,Masters,13,622,395,Yes
3,88.2,Masters,9,330,198,Yes
3,60.3,Masters,11,313,310,Yes
2,43.1,Bachelors,5,459,93,No
9,73.4,Masters,12,651,365,Yes
10,79.2,Bachelors,11,695,406,Yes
8,71.9,PhD,7,467,247,Yes
1,51.4,Bachelors,2,494,82,No
3,58.6,Bachelors,6,445,189,No
7,76.9,Bachelors,13,612,371,Yes
5,59.3,Masters,11,498,283,Yes
13,92.3,Masters,11,900,336,Yes
6,48.8,Bachelors,11,549,350,Yes
15,100.0,Bachelors,11,777,527,Yes
12,97.6,Bachelors,9,535,369,Yes
6,65.4,Bachelors,16,502,391,Yes
1,64.5,Bachelors,8,599,277,No
3,46.0,Bachelors,6,367,240,No
9,87.7,Masters,15,696,396,Yes
9,88.2,Bachelors,12,556,449,Yes
5,79.0,PhD,10,463,230,No
2,75.0,Bachelors,7,309,210,No
8,77.1,Masters,14,504,458,Yes
12,83.7,Masters,17,745,591,Yes
3,53.6,Bachelors,5,277,240,No
9,83.8,Bachelors,7,695,331,Yes
12,69.0,Bachelors,19,693,481,Yes
1,65.7,Bachelors,6,304,97,No
15,92.0,Bachelors,11,900,457,Yes
5,87.7,Bachelors,10,521,367,Yes
0,66.3,Bachelors,7,298,182,No
5,41.1,Bachelors,9,496,299,No
12,71.5,Bachelors,13,741,449,Yes
11,69.2,Bachelors,12,606,409,Yes
9,64.5,Bachelors,11,632,347,Yes
0,75.7,Masters,6,284,165,No
15,58.2,Masters,17,900,587,Yes
13,100.0,PhD,18,640,544,Yes
7,82.0,High School,7,679,242,Yes
4,68.3,Bachelors,7,478,206,No
5,68.2,High School,1,256,61,No
1,60.6,Bachelors,5,585,11,No
1,65.6,Masters,9,334,156,No
15,100.0,Bachelors,16,715,616,Yes
11,79.9,Masters,15,723,530,Yes
8,86.3,Masters,6,554,253,Yes
2,55.9,PhD,8,239,144,No
5,75.5,Bachelors,8,518,202,Yes
9,66.9,High School,7,569,134,Yes
4,71.9,Bachelors,4,452,37,No
13,66.0,High School,12,653,494,Yes
11,93.7,PhD,11,694,356,Yes
3,62.8,Bachelors,13,682,390,No
9,100.0,Masters,11,711,374,Yes
1,63.4,Bachelors,14,204,307,No
7,78.9,Bachelors,4,677,87,Yes
9,68.9,Bachelors,18,691,523,Yes
15,92.2,Bachelors,13,780,547,Yes
6,80.4,Masters,15,643,446,Yes
10,79.7,PhD,18,772,369,Yes
1,56.8,Masters,8,392,156,No
5,55.4,Bachelors,8,516,283,No
13,77.9,High School,12,680,467,Yes
7,65.5,Masters,14,609,248,Yes
6,69.4,High School,8,371,40,No
14,81.1,PhD,14,900,413,Yes
0,55.7,Bachelors,9,520,160,No
4,51.3,Bachelors,5,522,232,No
1,76.7,Bachelors,4,543,113,No
15,95.4,PhD,20,824,555,Yes
5,67.7,Bachelors,9,511,271,No
6,78.4,Bachelors,15,555,333,Yes
13,100.0,Bachelors,6,700,378,Yes
13,88.5,Masters,13,900,401,Yes
6,42.6,High School,16,655,413,Yes
2,83.0,Masters,5,528,101,No
6,56.6,PhD,6,641,138,No
14,85.6,PhD,15,816,601,Yes
4,83.4,Bachelors,5,311,143,Yes
7,70.2,Masters,8,382,212,Yes
15,74.4,High School,17,769,596,Yes
14,93.5,Masters,16,638,517,Yes
11,83.4,Masters,14,719,431,Yes
15,77.1,Bachelors,13,900,468,Yes
15,100.0,Masters,20,778,522,Yes
7,93.7,Masters,14,465,441,Yes
6,90.3,Bachelors,16,347,323,Yes
5,79.5,Masters,10,150,259,No
1,44.5,High School,3,374,0,No
5,48.7,Bachelors,8,668,141,No
12,46.7,Bachelors,16,724,553,Yes
11,100.0,PhD,9,689,400,Yes
14,88.4,Bachelors,12,762,458,Yes
10,75.0,Masters,17,703,551,Yes
8,48.3,Masters,11,412,427,Yes
14,71.5,Masters,15,714,485,Yes
1,36.8,Masters,6,478,244,No
0,79.1,Bachelors,4,455,72,No
10,90.8,Masters,11,604,437,Yes
12,61.9,Bachelors,19,855,506,Yes
4,93.8,Masters,5,358,74,Yes
10,62.2,High School,12,605,394,Yes
5,72.7,Bachelors,7,721,154,No
2,74.3,PhD,7,567,235,No
15,86.1,Bachelors,12,900,463,Yes
7,67.0,Bachelors,6,352,225,Yes
6,70.0,Bachelors,3,495,179,No
1,55.3,Bachelors,5,219,88,No
15,91.2,Bachelors,11,892,476,Yes
11,87.6,Masters,12,707,239,Yes
6,69.1,PhD,14,445,327,Yes
14,100.0,Bachelors,19,699,546,Yes
14,72.9,Bachelors,13,764,424,Yes
0,67.1,Masters,2,370,103,No
8,68.4,Bachelors,6,669,183,Yes
12,76.0,PhD,14,863,524,Yes
6,65.3,Bachelors,13,716,415,Yes
5,57.6,Bachelors,4,612,71,Yes
15,97.4,Bachelors,18,725,620,Yes
12,83.8,Masters,17,650,454,Yes
1,83.8,Masters,11,576,306,No
2,47.2,Bachelors,7,328,239,No
0,24.5,Bachelors,10,385,172,No
14,98.9,PhD,8,872,333,Yes
9,100.0,Masters,7,639,289,Yes
12,84.3,High School,11,899,423,Yes
4,55.1,Masters,8,356,165,No
